File Name,Relative Path,Content,output,Number of Records,Keywords,Description,instruction,input
A00.intro.pd,packages\win64_inno\build\doc\3.audio.examples\A00.intro.pd,"#N canvas 434 230 448 236 10;
#X text 19 56 This is the second of three tutorial series on Pd. This
one shows the time-domain audio processing features. (The first one
showed how to use Pd to do ""control"" computations \, and the third
is about frequency-domain techniques.);
#X text 19 124 These patches are accompanied by an ONLINE BOOK:;
#X text 20 174 which develops the underlying theory.;
#X obj 1 1 cnv 15 445 20 empty \$0-pddp.cnv.header introduction 20
10 1 18 -261139 -33289 0;
#X obj 407 2 pddp/pddplink http://puredata.info/dev/pddp -text pddp
;
#X obj 1 214 cnv 15 445 20 empty \$0-pddp.cnv.footer empty 20 12 0
14 -233017 -33289 0;
#N canvas 44 246 494 284 META 0;
#X text 12 105 WEBSITE http://crca.ucsd.edu/~msp/;
#X text 12 85 AUTHOR Miller Puckette;
#X text 12 65 LIBRARY PDDP;
#X text 12 25 LICENSE SIBSD;
#X text 12 125 HELP_PATCH_AUTHORS Updated for release 0.37. Jonathan
Wilkes revised the patch to conform to the PDDP template for Pd version
0.42.;
#X text 12 45 DESCRIPTION introduction to audio tutorials;
#X text 12 5 KEYWORDS tutorial;
#X restore 392 216 pd META;
#N canvas 13 202 428 190 References 0;
#X obj 1 1 cnv 15 425 20 empty \$0-pddp.cnv.subheading empty 3 12 0
14 -261139 -33289 0;
#X text 7 2 Introduction- Related Help Documents;
#X text 19 37 Link to the manual here;
#X restore 103 216 pd References;
#X obj 66 149 pddp/pddplink http://www.crca.ucsd.edu/~msp/techniques.htm
;
#X text 19 36 An Introduction to the Pd Audio Example Patches;
#X obj 6 216 pddp/pddplink ../5.reference/pddp/help.pd -text help;
","#N canvas 434 230 448 236 10;
#X text 19 56 This is the second of three tutorial series on Pd. This
one shows the time-domain audio processing features. (The first one
showed how to use Pd to do ""control"" computations \, and the third
is about frequency-domain techniques.);
#X text 19 124 These patches are accompanied by an ONLINE BOOK:;
#X text 20 174 which develops the underlying theory.;
#X text 19 36 An Introduction to the Pd Audio Example Patches;
",24,tutorial,introduction to audio tutorials,create a purr-data patch that matches the following description and keywords.," Description: introduction to audio tutorials, Keywords: tutorial"
divide-help.pd,externals\maxlib\divide-help.pd,"#N canvas 0 26 466 318 12;
#X floatatom 54 217 5 0 0 0 - - -;
#X floatatom 54 132 5 0 0 0 - - -;
#X floatatom 108 132 5 0 0 0 - - -;
#X text 39 20 divide :: like '/' but calculates result;
#X text 133 204 use creation arguments to set initial;
#X text 133 220 values for inlets;
#X msg 7 104 bang;
#X text 53 103 calculate and output result now;
#X obj 54 172 divide 8 6 4;
#X text 118 58 allows for up to 32 inlets;
#X floatatom 164 132 5 0 0 0 - - -;
#X text 120 38 when leftmost or second inlet is changed;
#N canvas 293 158 494 344 META 0;
#X text 12 185 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 165 AUTHOR Olaf Matthes <olaf.matthes@gmx.de>;
#X text 12 5 KEYWORDS control nonlocal;
#X text 12 45 DESCRIPTION like '/' but calculates result when leftmost
or second inlet is changed;
#X text 12 85 INLET_0 bang float;
#X text 12 105 INLET_1 float;
#X text 12 125 INLET_N float;
#X text 12 145 OUTLET_0 float;
#X restore 395 283 pd META;
#X connect 1 0 8 0;
#X connect 2 0 8 1;
#X connect 6 0 8 0;
#X connect 8 0 0 0;
#X connect 10 0 8 2;
","#N canvas 0 26 466 318 12;
#X floatatom 54 217 5 0 0 0 - - -;
#X floatatom 54 132 5 0 0 0 - - -;
#X floatatom 108 132 5 0 0 0 - - -;
#X text 39 20 divide :: like '/' but calculates result;
#X text 133 204 use creation arguments to set initial;
#X text 133 220 values for inlets;
#X msg 7 104 bang;
#X text 53 103 calculate and output result now;
#X obj 54 172 divide 8 6 4;
#X text 118 58 allows for up to 32 inlets;
#X floatatom 164 132 5 0 0 0 - - -;
#X text 120 38 when leftmost or second inlet is changed;
#X connect 1 0 8 0;
#X connect 2 0 8 1;
#X connect 6 0 8 0;
#X connect 8 0 0 0;
#X connect 10 0 8 2;
",29,control nonlocal,"like '/' but calculates result when leftmost
or second inlet is changed",create a purr-data patch that matches the following description and keywords.," Description: like '/' but calculates result when leftmost
or second inlet is changed, Keywords: control nonlocal"
tabenv-help.pd,externals\moonlib\tabenv-help.pd,"#N canvas 1 88 534 360 10;
#X text 22 332 (c) Antoine Rousseau 2001;
#X obj 21 19 tabenv;
#X text 78 21 A envelope follower for table (not in real-time).;
#X text 35 65 args: arrayname [computation_num_points [output_period]]
;
#X text 147 151 change the array;
#X msg 64 181 reset;
#X msg 64 152 set Array1;
#X obj 64 255 tabenv Array0;
#X floatatom 64 283 5 0 0 0 - - -;
#X msg 64 209 0 44100;
#X text 125 209 compute 1 sec from the beginning;
#X text 126 181 reset the computation buffers;
#X obj 258 86 env~;
#X text 294 85 );
#X text 217 86 (like;
#X text 151 84 );
#X text 47 86 (like;
#X obj 90 86 tabplay~;
#X text 79 38 (in fact it's a mix between tabplay and env~);
#N canvas 379 147 494 344 META 0;
#X text 12 25 LICENSE GPL v2;
#X text 12 105 AUTHOR Antoine Rousseau;
#X text 12 125 HELP_PATCH_AUTHORS Antoine Rousseau. ""pd meta"" information
added by Jonathan Wilkes for Pd version 0.42.;
#X text 12 45 DESCRIPTION dump the contents of a table as a list;
#X text 12 65 INLET_0 set reset list;
#X text 12 85 OUTLET_0 float;
#X text 12 5 KEYWORDS control array;
#X restore 471 332 pd META;
#X connect 5 0 7 0;
#X connect 6 0 7 0;
#X connect 7 0 8 0;
#X connect 9 0 7 0;
","#N canvas 1 88 534 360 10;
#X text 22 332 (c) Antoine Rousseau 2001;
#X obj 21 19 tabenv;
#X text 78 21 A envelope follower for table (not in real-time).;
#X text 35 65 args: arrayname [computation_num_points [output_period]]
;
#X text 147 151 change the array;
#X msg 64 181 reset;
#X msg 64 152 set Array1;
#X obj 64 255 tabenv Array0;
#X floatatom 64 283 5 0 0 0 - - -;
#X msg 64 209 0 44100;
#X text 125 209 compute 1 sec from the beginning;
#X text 126 181 reset the computation buffers;
#X obj 258 86 env~;
#X text 294 85 );
#X text 217 86 (like;
#X text 151 84 );
#X text 47 86 (like;
#X obj 90 86 tabplay~;
#X text 79 38 (in fact it's a mix between tabplay and env~);
#X connect 5 0 7 0;
#X connect 6 0 7 0;
#X connect 7 0 8 0;
#X connect 9 0 7 0;
",33,control array,dump the contents of a table as a list,create a purr-data patch that matches the following description and keywords.," Description: dump the contents of a table as a list, Keywords: control array"
tabreceive~-help.pd,pd\doc\5.reference\tabreceive~-help.pd,"#N canvas 429 35 555 619 10;
#X obj 0 595 cnv 15 552 21 empty \$0-pddp.cnv.footer empty 20 12 0
14 -228856 -66577 0;
#X obj 0 0 cnv 15 552 40 empty \$0-pddp.cnv.header tabreceive~ 3 12
0 18 -204280 -1 0;
#X obj 0 450 cnv 3 550 3 empty \$0-pddp.cnv.inlets inlets 8 12 0 13
-228856 -1 0;
#N canvas 483 288 494 344 META 0;
#X text 12 115 LIBRARY internal;
#X text 12 155 WEBSITE http://crca.ucsd.edu/~msp/;
#X text 12 25 LICENSE SIBSD;
#X text 12 135 AUTHOR Miller Puckette;
#X text 12 195 HELP_PATCH_AUTHORS Updated for Pd version 0.33. Jonathan
Wilkes revised the patch to conform to the PDDP template for Pd version
0.42.;
#X text 12 45 DESCRIPTION read a block of a signal from an array continuously
;
#X text 12 75 INLET_0;
#X text 12 95 OUTLET_0 signal;
#X text 12 175 RELEASE_DATE 1997;
#X text 12 5 KEYWORDS signal array block_oriented;
#X restore 500 597 pd META;
#X obj 0 487 cnv 3 550 3 empty \$0-pddp.cnv.outlets outlets 8 12 0
13 -228856 -1 0;
#X obj 0 524 cnv 3 550 3 empty \$0-pddp.cnv.argument arguments 8 12
0 13 -228856 -1 0;
#X obj 0 565 cnv 3 550 3 empty \$0-pddp.cnv.more_info more_info 8 12
0 13 -228856 -1 0;
#N canvas 214 527 428 109 Related_objects 0;
#X obj 1 1 cnv 15 425 20 empty \$0-pddp.cnv.subheading empty 3 12 0
14 -204280 -1 0;
#X obj 103 43 fft~;
#X obj 23 43 tabsend~;
#X text 8 2 [tabreceive~] Related Objects;
#X restore 102 597 pd Related_objects;
#X obj 78 459 cnv 17 3 17 empty \$0-pddp.cnv.let.0 0 5 9 0 16 -228856
-162280 0;
#X obj 78 496 cnv 17 3 17 empty \$0-pddp.cnv.let.0 0 5 9 0 16 -228856
-162280 0;
#X obj 466 10 tabreceive~;
#X text 11 23 read a block of a signal from an array continuously;
#X obj 95 226 tabreceive~;
#X text 90 291 By default a block is 64 samples \; this can be reset
using the block~ object.;
#X text 203 226 - read a block of a signal from an array continuously
;
#X text 168 542 - the name of an array to read from.;
#X text 98 495 signal;
#X text 98 458 unknown;
#X text 80 542 1) symbol atom;
#X obj 4 597 pddp/pddplink all_about_help_patches.pd -text Usage Guide
;
#X obj 474 55 pddp/dsp;
#X obj 98 570 pddp/pddplink all_about_arrays.pd;
","#N canvas 429 35 555 619 10;
#X obj 466 10 tabreceive~;
#X text 11 23 read a block of a signal from an array continuously;
#X obj 95 226 tabreceive~;
#X text 90 291 By default a block is 64 samples \; this can be reset
using the block~ object.;
#X text 203 226 - read a block of a signal from an array continuously
;
#X text 168 542 - the name of an array to read from.;
#X text 98 495 signal;
#X text 98 458 unknown;
#X text 80 542 1) symbol atom;
#X obj 474 55 pddp/dsp;
",39,signal array block_oriented,read a block of a signal from an array continuously,create a purr-data patch that matches the following description and keywords.," Description: read a block of a signal from an array continuously, Keywords: signal array block_oriented"
utime-help.pd,externals\cxc\utime-help.pd,"#N canvas 0 31 347 149 10;
#X obj 42 74 utime;
#X msg 42 35 bang;
#X floatatom 69 102 8 0 0 0 - - -;
#X floatatom 42 129 20 0 0 0 - - -;
#X text 25 8 output seconds since epoch and microsecond fraction;
#N canvas 176 129 494 344 META 0;
#X text 12 155 HELP_PATCH_AUTHORS Jonathan Wilkes revised the patch
to conform to the PDDP template for Pd version 0.42.;
#X text 12 5 KEYWORDS control time;
#X text 12 45 DESCRIPTION output seconds since epoch and microsecond
fraction;
#X text 12 75 INLET_0 bang;
#X text 12 95 OUTLET_0 float;
#X text 12 115 OUTLET_1 float;
#X text 12 25 LICENSE GPL v2;
#X text 12 135 AUTHOR jdl@xdv.org;
#X restore 297 128 pd META;
#X connect 0 0 3 0;
#X connect 0 1 2 0;
#X connect 1 0 0 0;
","#N canvas 0 31 347 149 10;
#X obj 42 74 utime;
#X msg 42 35 bang;
#X floatatom 69 102 8 0 0 0 - - -;
#X floatatom 42 129 20 0 0 0 - - -;
#X text 25 8 output seconds since epoch and microsecond fraction;
#X connect 0 0 3 0;
#X connect 0 1 2 0;
#X connect 1 0 0 0;
",19,control time,"output seconds since epoch and microsecond
fraction",create a purr-data patch that matches the following description and keywords.," Description: output seconds since epoch and microsecond
fraction, Keywords: control time"
mtosr-help.pd,externals\bsaylor\mtosr-help.pd,"#N canvas 1 53 450 300 10;
#X text 95 204 creation argument: samplerate at middle C.;
#X text 46 145 takes midi note value and converts to a samplerate for
sample playback.;
#N canvas 256 179 494 344 META 0;
#X text 12 135 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 5 KEYWORDS control abstraction MIDI conversion;
#X text 12 45 DESCRIPTION takes MIDI note value and converts to a samplerate
for sample playback;
#X text 12 75 INLET_0 float;
#X text 12 95 OUTLET_0 float;
#X text 12 25 LICENSE GPL v2;
#X text 12 115 AUTHOR Benjamin R. Saylor <bensaylor@fastmail.fm>;
#X restore 386 263 pd META;
#X floatatom 177 59 5 0 0 0 - - -;
#X floatatom 177 121 12 0 0 0 - - -;
#X obj 177 88 mtosr 44100;
#X connect 3 0 5 0;
#X connect 5 0 4 0;
","#N canvas 1 53 450 300 10;
#X text 95 204 creation argument: samplerate at middle C.;
#X text 46 145 takes midi note value and converts to a samplerate for
sample playback.;
#X floatatom 177 59 5 0 0 0 - - -;
#X floatatom 177 121 12 0 0 0 - - -;
#X obj 177 88 mtosr 44100;
#X connect 3 0 5 0;
#X connect 5 0 4 0;
",17,control abstraction MIDI conversion,"takes MIDI note value and converts to a samplerate
for sample playback",create a purr-data patch that matches the following description and keywords.," Description: takes MIDI note value and converts to a samplerate
for sample playback, Keywords: control abstraction MIDI conversion"
vectorabs-help.pd,externals\markex\vectorabs-help.pd,"#N canvas 195 107 506 300 10;
#X obj 177 112 vectorabs;
#N canvas 464 274 494 344 META 0;
#X text 12 105 AUTHOR Mark Danks;
#X text 12 25 LICENSE GPL v2;
#X text 12 5 KEYWORDS control vector;
#X text 12 125 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42. \, helppatch by IOhannes m zmölnig;
#X text 12 65 INLET_0 list;
#X text 12 85 OUTLET_0 list;
#X text 13 45 DESCRIPTION elementwise absolute value of a vector;
#X restore 394 268 pd META;
#X text 45 42 MarkEx vector operation: absolute values for each element
of vector;
#X obj 177 144 print vectorabs;
#X msg 177 86 1 -2 3 -4 -0.5;
#X text 51 186 [vectorabs] returns a new vector \, where all the elements
of the input vector are replaced by their absolute value.;
#X text 52 248 a ""vector"" is simply a list of numbers.;
#X connect 0 0 3 0;
#X connect 4 0 0 0;
","#N canvas 195 107 506 300 10;
#X obj 177 112 vectorabs;
#X text 45 42 MarkEx vector operation: absolute values for each element
of vector;
#X obj 177 144 print vectorabs;
#X msg 177 86 1 -2 3 -4 -0.5;
#X text 51 186 [vectorabs] returns a new vector \, where all the elements
of the input vector are replaced by their absolute value.;
#X text 52 248 a ""vector"" is simply a list of numbers.;
#X connect 0 0 3 0;
#X connect 4 0 0 0;
",18,control vector,elementwise absolute value of a vector,create a purr-data patch that matches the following description and keywords.," Description: elementwise absolute value of a vector, Keywords: control vector"
threshold-help.pd,externals\mapping\threshold-help.pd,"#N canvas 1 53 600 234 10;
#X floatatom 25 34 5 0 0 0 - - -;
#X floatatom 25 124 5 0 0 0 - - -;
#X floatatom 90 63 5 0 0 0 - - -;
#X text 111 174 (usefull to reduce the flow controling pd event...)
;
#X obj 25 84 threshold 0.2;
#N canvas 465 169 494 344 META 0;
#X text 12 175 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 115 OUTLET_0 float;
#X text 12 155 AUTHOR Cyrille Henry and Hans-Christoph Steiner;
#X text 12 5 KEYWORDS control abstraction;
#X text 12 45 DESCRIPTION output a new value only if the difference
between the input and last output is greater than \$1;
#X text 12 75 INLET_0 float;
#X text 12 95 INLET_1 float;
#X text 12 135 OUTLET_1 float;
#X restore 543 206 pd META;
#X text 107 131 output a new value only if the difference between the
input and last output is greater than \$1;
#X connect 0 0 4 0;
#X connect 4 0 1 0;
","#N canvas 1 53 600 234 10;
#X floatatom 25 34 5 0 0 0 - - -;
#X floatatom 25 124 5 0 0 0 - - -;
#X floatatom 90 63 5 0 0 0 - - -;
#X text 111 174 (usefull to reduce the flow controling pd event...)
;
#X obj 25 84 threshold 0.2;
#X text 107 131 output a new value only if the difference between the
input and last output is greater than \$1;
#X connect 0 0 4 0;
#X connect 4 0 1 0;
",20,control abstraction,"output a new value only if the difference
between the input and last output is greater than \$1",create a purr-data patch that matches the following description and keywords.," Description: output a new value only if the difference
between the input and last output is greater than \$1, Keywords: control abstraction"
hid_one2three-help.pd,externals\hid\hid_one2three-help.pd,"#N canvas 0 31 473 313 10;
#X obj 5 2 cnv 15 450 20 empty empty hid_one2three 2 11 1 18 -233017
-66577 0;
#X obj 422 3 pddp/pddplink http://puredata.info/dev/pddp -text pddp
;
#X text 27 270 (C) Copyright 2004 Hans-Christoph Steiner <hans@eds.org>
;
#X text 244 284 released under the GNU GPL;
#X floatatom 153 110 5 0 0 0 - - -;
#X floatatom 23 176 5 0 0 0 - - -;
#X obj 156 91 hsl 128 15 0 1 0 0 empty empty empty -2 -6 0 8 -262144
-1 -1 0 1;
#X obj 26 203 hsl 128 15 0 1 0 0 empty empty empty -2 -6 0 8 -262144
-1 -1 0 1;
#X text 98 243 For more info:;
#X floatatom 173 176 5 0 0 0 - - -;
#X obj 176 203 hsl 128 15 0 1 0 0 empty empty empty -2 -6 0 8 -262144
-1 -1 0 1;
#X obj 153 145 hid/hid_one2three 0.3 0.7;
#X floatatom 323 176 5 0 0 0 - - -;
#X obj 326 203 hsl 128 15 0 1 0 0 empty empty empty -2 -6 0 8 -262144
-1 -1 0 1;
#X text 18 28 Simple one-to-three mapping object. The first inlet is
passed thru \, the range of the output data on the other inlet starts
at the points in the input range specified as arugments.;
#N canvas 483 31 494 344 META 0;
#X text 12 165 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL;
#X text 12 145 AUTHOR Hans-Christoph Steiner;
#X text 12 45 DESCRIPTION simple one-to-three mapping object;
#X text 12 65 INLET_0 float;
#X text 12 125 OUTLET_2 float;
#X text 12 105 OUTLET_1 float;
#X text 12 85 OUTLET_0 float;
#X text 12 5 KEYWORDS control abstraction;
#X restore 420 280 pd META;
#X connect 4 0 11 0;
#X connect 5 0 7 0;
#X connect 6 0 4 0;
#X connect 9 0 10 0;
#X connect 11 0 5 0;
#X connect 11 1 9 0;
#X connect 11 2 12 0;
#X connect 12 0 13 0;
","#N canvas 0 31 473 313 10;
#X text 27 270 (C) Copyright 2004 Hans-Christoph Steiner <hans@eds.org>
;
#X text 244 284 released under the GNU GPL;
#X floatatom 153 110 5 0 0 0 - - -;
#X floatatom 23 176 5 0 0 0 - - -;
#X obj 156 91 hsl 128 15 0 1 0 0 empty empty empty -2 -6 0 8 -262144
-1 -1 0 1;
#X obj 26 203 hsl 128 15 0 1 0 0 empty empty empty -2 -6 0 8 -262144
-1 -1 0 1;
#X text 98 243 For more info:;
#X floatatom 173 176 5 0 0 0 - - -;
#X obj 176 203 hsl 128 15 0 1 0 0 empty empty empty -2 -6 0 8 -262144
-1 -1 0 1;
#X obj 153 145 hid/hid_one2three 0.3 0.7;
#X floatatom 323 176 5 0 0 0 - - -;
#X obj 326 203 hsl 128 15 0 1 0 0 empty empty empty -2 -6 0 8 -262144
-1 -1 0 1;
#X text 18 28 Simple one-to-three mapping object. The first inlet is
passed thru \, the range of the output data on the other inlet starts
at the points in the input range specified as arugments.;
#X connect 4 0 11 0;
#X connect 5 0 7 0;
#X connect 6 0 4 0;
#X connect 9 0 10 0;
#X connect 11 0 5 0;
#X connect 11 1 9 0;
#X connect 11 2 12 0;
#X connect 12 0 13 0;
",35,control abstraction,simple one-to-three mapping object,create a purr-data patch that matches the following description and keywords.," Description: simple one-to-three mapping object, Keywords: control abstraction"
lmax-help.pd,externals\smlib\lmax-help.pd,"#N canvas 1 53 441 199 10;
#X text 345 139 j#|@2002;
#X obj 367 117 SMLib-help;
#X floatatom 55 73 5 0 0 0 - - -;
#X obj 11 56 bng 15 250 50 0 empty empty empty 0 -6 0 8 -262144 -1
-1;
#X text 55 53 x(i);
#X floatatom 11 169 5 0 0 0 - - -;
#X obj 11 99 float;
#X text 7 22 argument: half-decay time (in number of activations);
#X msg 119 95 clear;
#X text 118 77 clear accumulator;
#X text 8 5 lmax: leaky maximum;
#X obj 11 139 lmax 10;
#X msg 244 106 decay 5;
#X text 243 90 set half-decay time;
#N canvas 277 199 494 344 META 0;
#X text 12 125 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 105 AUTHOR Johannes Taelman (johannes.taelman@rug.ac.be)
;
#X text 12 5 KEYWORDS control;
#X text 12 45 DESCRIPTION leaky maximum;
#X text 12 65 INLET_0 float clear decay;
#X text 12 85 OUTLET_0 float;
#X restore 381 159 pd META;
#X connect 2 0 6 1;
#X connect 3 0 6 0;
#X connect 6 0 11 0;
#X connect 8 0 11 0;
#X connect 11 0 5 0;
#X connect 12 0 11 0;
","#N canvas 1 53 441 199 10;
#X text 345 139 j#|@2002;
#X obj 367 117 SMLib-help;
#X floatatom 55 73 5 0 0 0 - - -;
#X obj 11 56 bng 15 250 50 0 empty empty empty 0 -6 0 8 -262144 -1
-1;
#X text 55 53 x(i);
#X floatatom 11 169 5 0 0 0 - - -;
#X obj 11 99 float;
#X text 7 22 argument: half-decay time (in number of activations);
#X msg 119 95 clear;
#X text 118 77 clear accumulator;
#X text 8 5 lmax: leaky maximum;
#X obj 11 139 lmax 10;
#X msg 244 106 decay 5;
#X text 243 90 set half-decay time;
#X connect 2 0 6 1;
#X connect 3 0 6 0;
#X connect 6 0 11 0;
#X connect 8 0 11 0;
#X connect 11 0 5 0;
#X connect 12 0 11 0;
",30,control,leaky maximum,create a purr-data patch that matches the following description and keywords.," Description: leaky maximum, Keywords: control"
a2l-help.pd,externals\zexy\reference\a2l-help.pd,"#N canvas 0 31 450 458 10;
#X text 113 30 convert ""anything"" to lists;
#X text 116 56 pass through the rest;
#X floatatom 46 229 0 0 0 0 - - -;
#X symbolatom 46 203 0 0 0 0 - - -;
#X msg 46 162 this is anything;
#X msg 46 182 list this is a list;
#X obj 35 276 print a2l;
#X text 48 337 to make ""anything""s out of lists \, try;
#X obj 319 339 route list;
#X msg 319 318 list this is a list;
#X obj 319 359 print l2a;
#X text 245 223 alias;
#X obj 286 223 a2l;
#X obj 35 256 any2list;
#X text 356 6 part of zexy;
#N canvas 460 154 494 344 META 0;
#X text 12 125 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 5 KEYWORDS control conversion deprecated;
#X text 12 45 DESCRIPTION convert an anything to a list;
#X text 12 65 INLET_0 anything;
#X text 12 85 OUTLET_0 list;
#X text 12 105 AUTHOR IOhannes m zmoelnig;
#X restore 401 437 pd META;
#X obj 48 30 any2list;
#X connect 2 0 13 0;
#X connect 3 0 13 0;
#X connect 4 0 13 0;
#X connect 5 0 13 0;
#X connect 8 0 10 0;
#X connect 9 0 8 0;
#X connect 13 0 6 0;
","#N canvas 0 31 450 458 10;
#X text 113 30 convert ""anything"" to lists;
#X text 116 56 pass through the rest;
#X floatatom 46 229 0 0 0 0 - - -;
#X symbolatom 46 203 0 0 0 0 - - -;
#X msg 46 162 this is anything;
#X msg 46 182 list this is a list;
#X obj 35 276 print a2l;
#X text 48 337 to make ""anything""s out of lists \, try;
#X obj 319 339 route list;
#X msg 319 318 list this is a list;
#X obj 319 359 print l2a;
#X text 245 223 alias;
#X obj 286 223 a2l;
#X obj 35 256 any2list;
#X text 356 6 part of zexy;
#X obj 48 30 any2list;
#X connect 2 0 13 0;
#X connect 3 0 13 0;
#X connect 4 0 13 0;
#X connect 5 0 13 0;
#X connect 8 0 10 0;
#X connect 9 0 8 0;
#X connect 13 0 6 0;
",33,control conversion deprecated,convert an anything to a list,create a purr-data patch that matches the following description and keywords.," Description: convert an anything to a list, Keywords: control conversion deprecated"
s2f-help.pd,externals\moonlib\s2f-help.pd,"#N canvas 0 31 492 266 10;
#X obj 0 0 cnv 8 100 60 empty empty s2f 10 20 1 18 -262144 -1109 0
;
#X text 1 244 (c) Moonix: Antoine Rousseau 2003;
#X text 129 8 symbol to float converter;
#X obj 197 159 s2f;
#X floatatom 197 184 0 0 0 0 - - -;
#X symbolatom 197 142 0 0 0 0 - - -;
#X obj 345 105 makesymbol %s;
#X msg 48 84 symbol 0.0003125foo;
#X msg 197 85 symbol 54.123e-3bar;
#X msg 345 85 13.25;
#N canvas 380 146 490 344 META 0;
#X text 12 25 LICENSE GPL v2;
#X text 12 65 INLET_0 symbol;
#X text 12 105 AUTHOR Antoine Rousseau;
#X text 12 125 HELP_PATCH_AUTHORS Antoine Rousseau. ""pd meta"" information
added by Jonathan Wilkes for Pd version 0.42.;
#X text 12 5 KEYWORDS control conversion symbol_op;
#X text 12 45 DESCRIPTION symbol to float converter;
#X text 12 85 OUTLET_0 float;
#X restore 431 238 pd META;
#X connect 3 0 4 0;
#X connect 5 0 3 0;
#X connect 6 0 5 0;
#X connect 7 0 5 0;
#X connect 8 0 5 0;
#X connect 9 0 6 0;
","#N canvas 0 31 492 266 10;
#X text 1 244 (c) Moonix: Antoine Rousseau 2003;
#X text 129 8 symbol to float converter;
#X obj 197 159 s2f;
#X floatatom 197 184 0 0 0 0 - - -;
#X symbolatom 197 142 0 0 0 0 - - -;
#X obj 345 105 makesymbol %s;
#X msg 48 84 symbol 0.0003125foo;
#X msg 197 85 symbol 54.123e-3bar;
#X msg 345 85 13.25;
#X connect 3 0 4 0;
#X connect 5 0 3 0;
#X connect 6 0 5 0;
#X connect 7 0 5 0;
#X connect 8 0 5 0;
#X connect 9 0 6 0;
",26,control conversion symbol_op,symbol to float converter,create a purr-data patch that matches the following description and keywords.," Description: symbol to float converter, Keywords: control conversion symbol_op"
